address,agency,bbl,bin,borough,bridgeid,category,description,mappable,maprojid,origin,parkid,parkname,zipcode
,NYPD,,,,,"ITT, Vehicles, and Equipment",PROJECTORS FOR COMMAND & CONTROL CENTER- WTC,Yes - Single Building,111PO187PROJ,mapped,,,
29-05 31ST AVENUE,NYPD,,,Queens,,Fixed Asset,JFK Site A (COLLEGE POINT Relocation),Yes - Single Building,801COLPJFK,mapped,,,11106.0
29-05 31ST AVENUE,NYPD,,,Queens,,Fixed Asset,JFK Site A (COLLEGE POINT Relocation),Yes - Single Building,801COLPJFK,mapped,,,11106.0
WEST 38TH STREET NY NY,NYPD,16801.0,,NEW YORK,,Fixed Asset,PIER 76 ELECTRICAL CONDUIT,Yes - Single Building,801SANDCD14,mapped,,,10018.0
40 58TH STREET ,NYPD,3844114.0,,Brooklyn,,,HARBOR CHARLIE,Yes - Single Building,801SANDCD9,mapped,,,11203.0
1 TELEPORT DRIVE IN STATEN ISLAND,NYPD,5146615.0,,Staten Island,,Fixed Asset,"NYPD RELOCATION FROM 1893 RICHMOND TERRACE, SI",Yes - Single Building,856PO791893,mapped,,,10311.0
32 Convent Avenue,NYPD,5146615.0,,Staten Island,,Fixed Asset,NYPD move from 3280 Broadway to 32 Convent Avenue,Yes - Single Building,856PO79CONVT,mapped,,,10301.0
31-22 College Point Blvd,NYPD,443821.0,,Queens,,Fixed Asset,NYPD - COLLEGE POINT TOW POUND,Yes - Single Building,856PO79QTP,mapped,,,11354.0
242-20 North Conduit Ave,NYPD,,,Queens,, , NEW 116TH PCT                                                ,Yes - Single Building,056PO002-116,unmapped,,,11422
55-15 Grand Avenue,NYPD,2610 / 336,2610 / 336,Queens,, Fixed Asset, NEW PROPERTY CLERK FACILITY                                  ,Yes - Single Building,056PO005PROP,unmapped,,,11378
,NYPD,,,,, , CAD/E911                                                     ,No,056PO208-CAD,unmapped,,,
,NYPD,,,,, , ICAD REFRESH                                                 ,No,056PO208ICAD,unmapped,,,
2555 Coney Island Avenue,NYPD,073710068,3809661,Brooklyn,, Fixed Asset, RELOCATION FROM 540 KINGSLAND AVE                            ,Yes - Single Building,056PO79549K,unmapped,,,11223
,NYPD,,,,, Fixed Asset, CITYWIDE BATHROOM RENOVATION                                 ,Yes - Multi-site,056PO79BATH,unmapped,,,
257 Alexander Avenue,NYPD,023140030,2000700,Bronx,, Fixed Asset, HARBOR CLIMATE CONTROLLED STORAGE BUILDING                   ,Yes - Single Building,056PO79BMAFE,unmapped,,,10454
2820 Snyder Avenue,NYPD,51110024,3117400 (Additional BINS:  3827123 3827122 3827121)     ,Brooklyn,, Fixed Asset," BATHROOM RENO AT 67TH, 77TH AND TRAFFIC CONTROL DIVISION     ",Yes - Multi-site,056PO79BMAHD,unmapped,,,11226
127 Utica Avenue,NYPD,13550001,3035883 (Additional BIN: 3829526 ),Brooklyn,, Fixed Asset," BATHROOM RENO AT 67TH, 77TH AND TRAFFIC CONTROL DIVISION     ",Yes - Multi-site,056PO79BMAHD,unmapped,,,11213
120 West 82nd Street,NYPD,012120038,1032028,Manhattan,, Fixed Asset," ELEVATOR REHABILITATION FOR 20TH, 25TH                       ",Yes - Multi-site,056PO79BMAHG,unmapped,,,10024
120 East 119th Street,NYPD,017670062,1054360,Manhattan,, Fixed Asset," ELEVATOR REHABILITATION FOR 20TH, 25TH                       ",Yes - Multi-site,056PO79BMAHG,unmapped,,,10035
98-15 Grand Central,NYPD,,,Queens,, Fixed Asset, HWY # 3 SEPTIC TANK                                          ,No,056PO79BMAHH,unmapped,,,11432
333 65th Street,NYPD,058170055,3144156,Brooklyn,, Fixed Asset," BOILER REPLACEMENT AT 68TH, 76TH AND 102ND PCTS              ",Yes - Multi-site,056PO79BMAHI,unmapped,,,11220
191 Union Street,NYPD,003370027,3004301 (Additional BIN: 3829437 ),Brooklyn,, Fixed Asset," BOILER REPLACEMENT AT 68TH, 76TH AND 102ND PCTS              ",Yes - Multi-site,056PO79BMAHI,unmapped,,,11231
87-34 118th Street,NYPD,093270021,4195880,Queens,, Fixed Asset," BOILER REPLACEMENT AT 68TH, 76TH AND 102ND PCTS              ",Yes - Multi-site,056PO79BMAHI,unmapped,,,11418
162 East 102 Street,NYPD,016290047,1051851   ,Manhattan,, Fixed Asset, 23RD PCT COOLING TOWER                                       ,Yes - Single Building,056PO79BMAHL,unmapped,,,10029
120 West 82nd Street,NYPD,012120038,1032028,Manhattan,, Fixed Asset," HVAC REPLACEMENT FOR 20TH, 24TH AND 25TH PCTS                ",Yes - Multi-site,056PO79BMAHO,unmapped,,,10024
151 West 100th Street,NYPD,018550005,1055910,Manhattan,, Fixed Asset," HVAC REPLACEMENT FOR 20TH, 24TH AND 25TH PCTS                ",Yes - Multi-site,056PO79BMAHO,unmapped,,,10025
120 East 119th Street,NYPD,017670062,1054360,Manhattan,, Fixed Asset," HVAC REPLACEMENT FOR 20TH, 24TH AND 25TH PCTS                ",Yes - Multi-site,056PO79BMAHO,unmapped,,,100035
245 Glenmore Avenue,NYPD,036980032,3083636    ,Brooklyn,, Fixed Asset, NBNN FACADE RESTORATION AND ROOFING                          ,Yes - Single Building,056PO79BMAHP,unmapped,,,11207
2556 McDonald Avenue,NYPD,072080040,3820882,Brooklyn,, Fixed Asset, FIRING RANGE RECONSTRUCTION AT CONEY ISLAND                  ,Yes - Single Building,056PO79BMAHS,unmapped,,,11223
520 West 126th Street,NYPD,019820038,1076682,Manhattan,, Fixed Asset," BOILERS AT 26TH, 42ND & 46TH PRECINCTS                       ",Yes - Multi-site,056PO79BMAHY,unmapped,,,10027
830 Washington Avenue,NYPD,023650001,2001194,Bronx,, Fixed Asset," BOILERS AT 26TH, 42ND & 46TH PRECINCTS                       ",Yes - Multi-site,056PO79BMAHY,unmapped,,,10451
2120 Ryer Avenue,NYPD,031490090,2013535,Bronx,, Fixed Asset," BOILERS AT 26TH, 42ND & 46TH PRECINCTS                       ",Yes - Multi-site,056PO79BMAHY,unmapped,,,10457
38-13 Northern Blvd,NYPD,006650004,4010849,Queens,, Fixed Asset, EMU GARAGE STRUCTURAL SLAB REHABILITATION                    ,Yes - Single Building,056PO79BMAIB,unmapped,,,11101
50 Aviation Road,NYPD,,,Brooklyn,, Fixed Asset, MOUNTED UNIT INDOOR ARENA                                    ,Yes - Single Building,056PO79BMAIC,unmapped,,,11233
50 Aviation Road,NYPD,,,Brooklyn,, Fixed Asset, SOD UNDERGROUND WATER PIPE SYSTEM AT FBF                     ,Yes - Single Building,056PO79BMAIE,unmapped,,,11234
2820 Snyder Avenue,NYPD,051110024,3117400 (Additional BINS:  3827123 3827122 3827121),Brooklyn,, Fixed Asset," FACADE AT 67TH PCT (FAÇADE AT 67TH PCT, 115TH PCT, AND 32ND PCT)                         ",Yes - Multi-site,056PO79BMAIK,unmapped,,,11226
92-15 Northern Blvd,NYPD,014220034,4034862,Queens,, Fixed Asset," FACADE AT 67TH PCT (FAÇADE AT 67TH PCT, 115TH PCT, AND 32ND PCT)                         ",Yes - Multi-site,056PO79BMAIK,unmapped,,,11372
250 West 135th Street,NYPD,019400048,1075467,Manhattan,, Fixed Asset," FACADE AT 67TH PCT (FAÇADE AT 67TH PCT, 115TH PCT, AND 32ND PCT)                         ",Yes - Multi-site,056PO79BMAIK,unmapped,,,10030
,NYPD,,,,, Fixed Asset," FENCE RENO CITYWIDE (32ND, FBF SOD, BOMB SQD, BRNX TOW,TR    ",Yes - Multi-site,056PO79BMAJD,unmapped,,,
2120 Ryer Avenue,NYPD,031490090,2013535,Bronx,, Fixed Asset," 46TH, 67TH, 111TH AND 120TH PCT PARKING LOTS                 ",Yes - Multi-site,056PO79BMAJG,unmapped,,,10457
2820 Snyder Avenue,NYPD,051110024,3117400 (Additional BINS:  3827123 3827122 3827121) ,Brooklyn,, Fixed Asset," 46TH, 67TH, 111TH AND 120TH PCT PARKING LOTS                 ",Yes - Multi-site,056PO79BMAJG,unmapped,,,11226
45-06 215th Street,NYPD,073330221,4157390,Queens,, Fixed Asset," 46TH, 67TH, 111TH AND 120TH PCT PARKING LOTS                 ",Yes - Multi-site,056PO79BMAJG,unmapped,,,11361
78 Richmond Terrace,NYPD,000090028,5106476,Staten Island,, Fixed Asset," 46TH, 67TH, 111TH AND 120TH PCT PARKING LOTS                 ",Yes - Multi-site,056PO79BMAJG,unmapped,,,10301
45-06 215th Street,NYPD,073330221,4157390,Queens,, Fixed Asset, 111TH AND 46TH PCT FENCES FOR PARKING LOT                    ,Yes - Multi-site,056PO79BMAJI,unmapped,,,11361
2120 Ryer Avenue,NYPD,031490090,2013535,Bronx,, Fixed Asset, 112th AND 46TH PCT FENCES FOR PARKING LOT                    ,Yes - Multi-site,056PO79BMAJI,unmapped,,,10457
19 1/2 Pitt Street,NYPD,003420060,1004078,Manhattan,, Fixed Asset, 7TH PRECINCT HVAC REPLACEMENT                                ,Yes - Single Building,056PO79BMAJJ,unmapped,,,10002
451 West 151st Street,NYPD,020660009,1081826,Manhattan,, Fixed Asset, 30TH PRECINCT ACT TOWER                                      ,Yes - Single Building,056PO79BMAJM,unmapped,,,10031
451 West 151st Street,NYPD,020660009,1081826,Manhattan,, Fixed Asset, 30TH PRECINCT SIDEWALK REPLACEMENT                           ,Yes - Single Building,056PO79BMAJN,unmapped,,,10031
1470 East New York Avenue,NYPD,034970002 ,3080735,Brooklyn,, Fixed Asset," CHILLER UNITS FOR 73RD, 81ST, 83RD AND 111TH PCTS            ",Yes - Multi-site,056PO79BMAJO,unmapped,,,"11212,   "
30 Ralph Avenue,NYPD,016330039,3044596,Brooklyn,, Fixed Asset," CHILLER UNITS FOR 73RD, 81ST, 83RD AND 111TH PCTS            ",Yes - Multi-site,056PO79BMAJO,unmapped,,,11221
480 Knickerbocker Avenue,NYPD,033070022,3326387,Brooklyn,, Fixed Asset," CHILLER UNITS FOR 73RD, 81ST, 83RD AND 111TH PCTS            ",Yes - Multi-site,056PO79BMAJO,unmapped,,,11237
 45-06 215th Street,NYPD,073330221,4157390,Queens,, Fixed Asset," CHILLER UNITS FOR 73RD, 81ST, 83RD AND 111TH PCTS            ",Yes - Multi-site,056PO79BMAJO,unmapped,,,11361
257 Alexander Avenue,NYPD,023140030,2000700,Bronx,, , BOMB SQD CONCRETE FOOTING                                    ,Yes - Single Building,056PO79BMAJR,unmapped,,,10454
9720 Foster Avenue,NYPD,081470026,3229075,Brooklyn,, Fixed Asset, 112TH PARKING LOT PAVING (69TH PARKING LOT PAVING)                                     ,Yes - Single Building,056PO79BMAJS,unmapped,,,11236
we use This Project  as a lump sum to do work on all NYPD buildings ,NYPD,,,,, , BMS PROJECTS                                                 ,No,056PO79-BMS,unmapped,,,
,NYPD,,,,, Fixed Asset, RELOCATION OF WTC COMMAND FROM 130 CEDAR                     ,No,056PO79CEDR,unmapped,,,
Multi Site. Sites are pending ,NYPD,,,,, Fixed Asset, FIREARMS TACTICAL TRAINING CENTERS                           ,Yes - Multi-site,056PO79FATS,unmapped,,,
1  Police Plaza,NYPD,001190001,1079143,Manhattan,, Fixed Asset, CITYWIDE LOCKER ROOM RENOVATION                              ,Yes - Multi-site,056PO79LOCK,unmapped,,,10038
1  Police Plaza,NYPD,001190001,1079143,Manhattan,, Fixed Asset, NEW FIREARMS TRAINING FACILITY                               ,Yes - Single Building,056PO79ROD,unmapped,,,10038
960 Carroll Street,NYPD,011890031,3029713 (Additional BIN: 3029712),Brooklyn,, Fixed Asset, TRANSIT DISTRICT 32 ROOF RENOVATION                          ,Yes - Single Building,056PO79TD32,unmapped,,,11225
43rd and Broadway ,NYPD,,,Manhattan,, Fixed Asset, TIMES SQUARE STATION RENOVATION                              ,Yes - Single Building,056PO79TIME,unmapped,,,10036
2121 Eastchester Road,NYPD,042050001,2097543 (Additional BIN: 2097544),Bronx,, Fixed Asset, 49TH PCT - RENOVATION                                        ,Yes - Single Building,056POD49RENO,unmapped,,,10461
222 Beach 116th Street,NYPD,161660100,4456961 (Additional BIN: 4592115),Queens,, Fixed Asset, TRANSIT DISTRICT 23 ELECTRICAL                               ,Yes - Single Building,056SANDCD08,unmapped,,,11694
130-15 14th Ave,NYPD,040100001,4097254,Queens,, , HARBOR GEORGE                                                ,Yes - Single Building,056SANDCD10,unmapped,,,11356
700 Columbia Street,NYPD,006120205,3008876,Brooklyn,, Fixed Asset, PROPERTY CLERK ELECTRICAL CONDUIT                            ,Yes - Single Building,056SANDCD13,unmapped,,,11231
28-01 Brighton 3rd Street,NYPD,072610150,,Brooklyn,, , MOUNTED TROOP E                                              ,Yes - Single Building,056SANDCD2,unmapped,,,11235
1243 Surf Avenue,NYPD,072660265,3336562,Brooklyn,, Fixed Asset, TRANSIT DISTRICT 34 ELECTRICAL                               ,Yes - Single Building,056SANDCD5,unmapped,,,11224
,NYPD,,,,, Fixed Asset, ELECTRICAL CONDUIT REPLACEMENT (SANDY)                       ,Yes - Multi-site,056SANDCONDT,unmapped,,,
730 3rd Avenue,NYPD,006440001,,Brooklyn,, Fixed Asset, 23RD STR WAREHOUSE RECONSTRUCTION                            ,Yes - Single Building,056SANDWARE,unmapped,,,11232
,NYPD,,,,, , 55 FOOT LAUNCH                                               ,NO,111PO111-2D,unmapped,,,
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, , LEGAL DOCUMENT PLATFORM PROJECT                              ,YES,111PO163DCLM,unmapped,,,10038
,NYPD,,,,, Fixed Asset, ITSD FACILITY INFRASTRUCTURE UPGRADES                        ,NO,111PO163ITSD,unmapped,,,
,NYPD,,,,, , CAT CAR                                                      ,NO,111PO185-10A,unmapped,,,
,NYPD,,,,, , PHOTO OBSERVATION TRCK                                       ,NO,111PO185-10C,unmapped,,,
,NYPD,,,,, Fixed Asset, TEMP HEADQUART VEH-SM                                        ,NO,111PO185-11B,unmapped,,,
,NYPD,,,,, , COMMAND POST                                                 ,NO,111PO185-11E,unmapped,,,
,NYPD,,,,, , 18' RACK CREW CAB                                            ,NO,111PO185-15C,unmapped,,,
,NYPD,,,,, , HI LO (SMALL)                                                ,NO,111PO185-3C,unmapped,,,
,NYPD,,,,, , HIGH-LO MEDIUM                                               ,NO,111PO185-3E,unmapped,,,
,NYPD,,,,, , SCUBA                                                        ,NO,111PO185-40,unmapped,,,
,NYPD,,,,, , FRONT END LOADERS                                            ,NO,111PO185-42,unmapped,,,
,NYPD,,,,, , COMPACT LOADER                                               ,NO,111PO185-5C,unmapped,,,
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, , OCCB PHOTO                                                   ,YES,111PO187-25,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, , HASHIMOTO 2 COLOR PERFECTOR PRESS                            ,YES,111PO187-36,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, Fixed Asset, HQS--REM & REPL 10 TURNSTILES & INSTL SECURITY DESK          ,YES,111PO187-5,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, Fixed Asset, DELTA CRASH BARRIERS                                         ,YES,111PO187-8,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, Fixed Asset, Articulating 50 FOOT WORKING HEIGHT BOOM LIFT                ,YES,111PO187BMLF,unmapped,,,10038
53-15 58th Street,NYPD,,4054276,Queens,, Fixed Asset, Spray Booth For Body Shop                                    ,YES,111PO187BOOT,unmapped,,,11377
150-14 Jamaica Ave,NYPD,,4215603,Queens,, Fixed Asset, GAS CHROMATOGRAPH/MASS SPECT./MASS SPECT.                    ,YES,111PO187GC2M,unmapped,,,11432
150-14 Jamaica Ave,NYPD,,4215603,Queens,, Fixed Asset, GAS CHROMATOGRAPH WITH HEADSPACE ANALYZER                    ,YES,111PO187GCHA,unmapped,,,11432
150-14 Jamaica Ave,NYPD,,4215603,Queens,, , LIQUID CHROMAT./MASS SPECT.                                  ,YES,111PO187LCM2,unmapped,,,11432
,NYPD,,,,, , HANDICAP LIFT FOR PA                                         ,NO,111PO187PALT,unmapped,,,
,NYPD,,,,, Fixed Asset, MODULAR SHELVING-KINGSLAND AVE WAREHOUSE                     ,NO,111PO187-PC8,unmapped,,,
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, Fixed Asset, MINI LAB ENLARGEMENT STATION                                 ,YES,111PO187-PH5,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, Fixed Asset, MULLER MARTINI PERFECT BINDER                                ,YES,111PO187PR11,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, Fixed Asset, 13 STAGE STITCHER/FOLDER/COLLATOR                            ,YES,111PO187PR15,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, , MULTI 4610KSICD OFFSET PRESS                                 ,YES,111PO187PR19,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, , MBO FOLDER 26 X 50                                           ,YES,111PO187-PR3,unmapped,,,10038
1 POLICE PLZ,NYPD,1001190001,1079143,NEW YORK,, , HALM JPWOD SINGLE COLOR JET PRESS                            ,YES,111PO187-PR4,unmapped,,,10038
,NYPD,,,,, Fixed Asset, RENOVATION OF THE FAS FIRING RANGE                           ,NO,111PO187RFAS,unmapped,,,
150-14 Jamaica Ave,NYPD,,4215603,Queens,, , X-RAY DIFFRACTOMETER                                         ,NO,111PO187-XRD,unmapped,,,11432
,NYPD,,,,, Fixed Asset, PSAC 1 CONSOLE ADDITION PROJECT                              ,NO,111PO46-24Q,unmapped,,,
,NYPD,,,,, , CONSOLETTE BASES-25                                          ,NO,111PO46-38,unmapped,,,
,NYPD,,,,, , PORT RAD ALL BOROS                                           ,NO,111PO46-6A,unmapped,,,
,NYPD,,,,, Fixed Asset, EYE IN THE SKY RETRACTABLE TOWER FOR PSA 3                   ,NO,111PO-D187E,unmapped,,,
,NYPD,,,,, Fixed Asset, EMERGENCY CALL BOXES IN FOREST PARK                          ,NO,111PO-DCALL,unmapped,,,
,NYPD,,,,, Fixed Asset, EMERGENCY CALL BOXES IN THE BRONX                            ,NO,111PO-DCALL1,unmapped,,,
730 3rd Avenue,NYPD,,,Brooklyn,, Fixed Asset, NYPD - MOVE FROM 189 MONTAGUE ST.                            ,Yes - Single Building,856PO79189M,unmapped,,,11232
,NYPL,,,,,Fixed Asset,CHATHAM SQUARE - Boiler Replacement,Yes - Single Building,037LNMA17CSQ,mapped,,,
,NYPL,,,,,Fixed Asset,CHATHAM SQUARE - INTERIOR/EXTERIOR RENOVATION,Yes - Single Building,850LNCA12CSQ,mapped,,,
,NYPL,,,,,"ITT, Vehicles, and Equipment",MULBERRY:Security System,Yes - Single Building,037LNCA15MUL,mapped,,,
,NYPL,,,,,"ITT, Vehicles, and Equipment",Security System at Columbus Library,Yes - Single Building,037LNCA15CBS,mapped,,,
,NYPL,,,,,"ITT, Vehicles, and Equipment",AGUILAR: Technology,Yes - Single Building,037LNCA13AGL,mapped,,,
,NYPL,,,,,Fixed Asset,125th St: Interior and Exterior Comprehensive Renovation,Yes - Single Building,037LNEA16125,mapped,,,
,NYPL,,,,,Fixed Asset,Bloomingdale - Roof Renovation,Yes - Single Building,037LNMA16BLD,mapped,,,
,NYPL,,,,,Fixed Asset,FORT WASHINGTON: MAJOR RENOVATION,Yes - Single Building,037LNEA16FWT,mapped,,,
,NYPL,,,,,Lump Sum,MACOMB'S BRIDGE - New Branch,Yes - Single Building,037LNDMACOMB,mapped,,,
,NYPL,,,,,"ITT, Vehicles, and Equipment",Security System at Battery Park City,Yes - Single Building,037LNCA15BPC,mapped,,,
,NYPL,,,,,Fixed Asset,Melrose: Major Renovation,Yes - Single Building,037LNEA16MLR,mapped,,,
,NYPL,,,,,Fixed Asset,HUNTS POINT: MAJOR RENOVATION,Yes - Single Building,037LNEA16HPT,mapped,,,
,NYPL,,,,,Fixed Asset,VAN CORTLANDT - Site Acquisition / New Branch Construction,Yes - Single Building,037LNXA17VCT,mapped,,,
,NYPL,,,,,"ITT, Vehicles, and Equipment",Technology Room @ Morris Park,Yes - Single Building,037LNXCA15MP,mapped,,,
,NYPL,,,,,"ITT, Vehicles, and Equipment",VAN NEST - Security System,Yes - Single Building,037LNCM09VAN,mapped,,,
,NYPL,,,,,Fixed Asset,PELHAM BAY: ADA restrooms and New Roof,Yes - Single Building,037LNCA17PBY,mapped,,,
,NYPL,,,,,"ITT, Vehicles, and Equipment",Bronx Library Center Network Equipment,Yes - Single Building,037LNXA11BXT,mapped,,,
,NYPL,,,,,Fixed Asset,WEST NEW BRIGHTON - ADA Compliant Elevators,Yes - Single Building,037LNRA17WNB,mapped,,,
,NYPL,,,,,"ITT, Vehicles, and Equipment",STAPLETON - Furniture and Equipment,Yes - Single Building,037LNMA12STP,mapped,,,
,NYPL,,,,,Fixed Asset,PORT RICHMOND: MAJOR RENOVATION,Yes - Single Building,037LNEA16PRT,mapped,,,
,NYPL,,,,,Fixed Asset,NEW DORP - HVAC System Replacement,Yes - Single Building,037LNRA17NDP,mapped,,,
,NYPL,,,,,Fixed Asset,HUGUENOT - Site Selection/New Branch Construction,Yes - Single Building,037LNRA17HUG,mapped,,,
,NYPL,,,,,Fixed Asset,New Roof - South Beach,Yes - Single Building,037LNCM15STB,mapped,,,
"3060 Middletown Road
Bronx, NY 10461",NYPL,,,The Bronx,,Lump Sum,PELHAM BAY - Exterior Renovation Including Lighting,Yes - Single Building,850LNCA08PBY,mapped,,,10461
Boroughwide / Multi-Branch,NYPL,,,The Bronx,,Lump Sum,BRONX - Life Safety Projects @ 8 Branch Libraries,Yes - Multi-site,850LNBXA08LS,mapped,,,Boroughwide / Multi-Branch
Boroughwide / Multi-Branch,NYPL,,,Bx / Mn / SI,,,EDENWALD/WEST NEW BRIGHTON - Improvements,Yes - Single Building,850LNCEA08GC,mapped,,,Boroughwide / Multi-Branch
"192 East Broadway
New York, NY 10002-5597",NYPL,,,Manhattan,,Fixed Asset,SEWARD PARK - Replace sidealk over vault and waterproof,Yes - Single Building,850LNCA12SWP,mapped,,,10002
,NYPL,,,Manhattan,,Lump Sum,NYPL CENTRAL LIBRARY MASTER PLAN - Design,Yes - Multi-site,850LNEA11MPC,mapped,,,Multi-Branch
"104 West 136th Street
New York, NY 10030-2695",NYPL,,,Manhattan,,Fixed Asset,COUNTEE CULLEN: Boiler,Yes - Single Building,850LNCA13CCL,mapped,,,10030
"2650 Adam Clayton Powell, Jr. Blvd.
New York, NY 10039-2004",NYPL,,,Manhattan,,Lump Sum,MACOMBS BRIDGE - Fire Alarm,Yes - Single Building,850LNEA13MAC,mapped,,,10039
"518 West 125th Street
New York, NY 10027-3407",NYPL,,,Manhattan,,Fixed Asset,"GEORGE BRUCE: Partial Interior/Exterior,/ Roof / Boiler",Yes - Single Building,850LNCA13GBR,mapped,,,10027
"1385 East Gun Hill Road
Bronx, NY 10469",NYPL,,,The Bronx,,Fixed Asset,EASTCHESTER: HVAC Replacement,Yes - Single Building,850LNCA13ECH,mapped,,,10469
Boroughwide / Multi-Branch,NYPL,,,Manhattan,,Lump Sum,MANHATTAN - Life Safety Projects @ 17 Branch Libraries,Yes - Multi-site,850LNMNA08LS,mapped,,,Boroughwide / Multi-Branch
"155 East 173rd Street
Bronx, NY 10457",NYPL,,,The Bronx,,Fixed Asset,GRAND CONCOURSE - Fire Alarm,Yes - Single Building,850LNCA09GRC,mapped,,,10457
"1215 Morrison Avenue
Bronx, NY 10472",NYPL,,,The Bronx,,Fixed Asset,CLASSONS POINT: ADA Restrooms,Yes - Single Building,850LNCAL15CP,mapped,,,10472
"660 Soundview Avenue
Bronx, NY 10473",NYPL,,,The Bronx,,Fixed Asset,SOUNDVIEW - Branch Renovation,Yes - Single Building,850LNDSVRENO,mapped,,,10473
"2521 Glebe Avenue
Bronx, NY 10461",NYPL,,,The Bronx,,Fixed Asset,WESTCHESTER SQUARE - Replacement Branch Construction,Yes - Single Building,850LNCM10WCH,mapped,,,10461
"877 Southern Boulevard
Bronx, NY 10459",NYPL,,,The Bronx,,"ITT, Vehicles, and Equipment",HUNT'S POINT - Exterior Rehab & Building Systems Upgrade,Yes - Single Building,850LNX1HPREN,mapped,,,10459
"118 Eames Place
Bronx, NY 10468",NYPL,,,The Bronx,,Fixed Asset,New Roof and Drains,Yes - Single Building,850LNEM14JPK,mapped,,,10468
"742 10th Avenue
New York, NY 10019-7019",NYPL,,,Manhattan,,Fixed Asset,COLUMBUS: HVAC,Yes - Single Building,850LNEM08CLB,mapped,,,10019
"425 Avenue of the Americas
New York, NY 10011-8454",NYPL,,,Manhattan,,"ITT, Vehicles, and Equipment",JEFFERSON MARKET - Exterior Renovation,Yes - Single Building,850LNC3JMADA,mapped,,,10011
"2085 Honeywell Avenue
Bronx, NY 10460",NYPL,,,The Bronx,,Fixed Asset,WEST FARMS - New Front Entry,Yes - Single Building,850LNXA11WFM,mapped,,,10460
"66 Leroy Street
New York, NY 10014-3929",NYPL,,,Manhattan,,Fixed Asset,HUDSON PARK: Renovation,Yes - Single Building,850LNCA13HUD,mapped,,,10014
"309 New Dorp Lane
Staten Island, NY 10306",NYPL,,,Staten Island,,Fixed Asset,New Dorp:Fire Safety,Yes - Single Building,850LNCM12NDP,mapped,,,10306
"155 East 173rd Street
Bronx, NY 10457",NYPL,,,The Bronx,,Lump Sum,GRAND CONCOURSE - ADA Compliance and Related Work,Yes - Single Building,850LNXA12GRC,mapped,,,10457
"610 East 169th Street
Bronx, NY 10456",NYPL,,,The Bronx,,Fixed Asset,MORRISANIA: HVAC and Roof,Yes - Single Building,850LNCA13MOR,mapped,,,10456
"976 Castleton Avenue
Staten Island, NY 10310",NYPL,,,Staten Island,,Fixed Asset,Fire Alarm Installation @ West New Brighton,Yes - Single Building,850LNSIM12LS,mapped,,,10310
